Date,IGE,EWA,EWC
12/16/2008,21.858973,14.34,17.360001
12/17/2008,21.709085,14.1,17.299999
12/18/2008,20.34342,13.45,16.82
12/19/2008,20.493313,13.71,16.799999
12/22/2008,19.697203,13.66,16.34
12/23/2008,19.672031,12.59,16.290001
12/24/2008,19.655254,12.87,16.219999
12/26/2008,20.099869,13.12,16.190001
12/29/2008,20.611593,12.94,16.690001
12/30/2008,20.938766,13.39,17.09
12/31/2008,21.240767,14.01,17.43
1/2/2009,22.289383,14.16,17.879999
1/5/2009,22.759161,13.97,18.42
1/6/2009,23.254105,14.41,18.879999
1/7/2009,22.029316,13.85,18.120001
1/8/2009,22.465544,13.96,18.51
1/9/2009,21.618265,13.5,18.040001
1/12/2009,20.661934,13,17.15
1/13/2009,21.098148,12.75,17.309999
1/14/2009,20.074707,12.3,16.52
1/15/2009,20.276039,12.51,16.719999
1/16/2009,20.527712,12.57,16.940001
1/20/2009,19.328091,11.51,15.75
1/21/2009,20.544477,12.17,16.469999
1/22/2009,19.906929,11.8,15.95
1/23/2009,20.804543,11.59,16.49
1/26/2009,21.12332,11.66,16.65
1/27/2009,21.047817,11.99,16.870001
1/28/2009,21.643431,12.42,17.370001
1/29/2009,21.047817,11.78,16.92
1/30/2009,20.636761,11.61,16.700001
2/2/2009,20.2341,11.66,16.370001
2/3/2009,20.552868,12.09,16.57
2/4/2009,20.796152,11.71,16.66
2/5/2009,21.349823,12.03,17.1
2/6/2009,21.777653,12.67,17.459999
2/9/2009,21.911879,12.69,17.6
2/10/2009,20.930378,11.71,16.780001
2/11/2009,20.82132,12.06,16.709999
2/12/2009,20.89682,12.14,16.719999
2/13/2009,20.779377,12.25,16.58
2/17/2009,19.579758,11.41,15.52
2/18/2009,19.420364,11.47,15.36
2/19/2009,19.311312,11.59,15.29
2/20/2009,18.908642,11.58,15.06
2/23/2009,17.969084,11.19,14.41
2/24/2009,18.615034,11.74,14.89
2/25/2009,18.556313,11.42,14.89
2/26/2009,18.70731,11.39,15.35
2/27/2009,18.44725,11.22,15.09
3/2/2009,16.945631,10.59,13.97
3/3/2009,17.197302,10.78,13.98
3/4/2009,17.994253,11.23,14.5
3/5/2009,17.432194,10.68,14.02
3/6/2009,17.50769,10.77,14.03
3/9/2009,17.516083,10.51,13.79
3/10/2009,18.153637,11.31,14.59
3/11/2009,18.262695,11.39,14.81
3/12/2009,18.841526,11.65,15.45
3/13/2009,18.757645,11.92,15.48
3/16/2009,18.984138,11.97,15.74
3/17/2009,19.571371,12.52,16.059999
3/18/2009,19.948875,12.71,16.540001
3/19/2009,20.729042,12.94,16.83
3/20/2009,19.974039,12.85,16.34
3/23/2009,21.408541,13.7,17.459999
3/24/2009,20.921991,13.39,17.15
3/25/2009,21.081373,13.63,17.139999
3/26/2009,21.324656,14.01,17.51
3/27/2009,20.653543,13.6,17.059999
3/30/2009,19.806259,12.95,16.200001
3/31/2009,19.814651,13.39,16.459999
4/1/2009,20.301201,13.62,16.99
4/2/2009,20.989096,14.41,17.41
4/3/2009,21.307871,14.56,17.74
4/6/2009,20.82132,14.32,17.549999
4/7/2009,20.2341,13.98,17.07
4/8/2009,20.519314,13.88,17.24
4/9/2009,21.198822,14.42,18.01
4/13/2009,21.207211,14.7,18.26
4/14/2009,20.963928,14.5,18.08
4/15/2009,21.114923,14.74,18.389999
4/16/2009,21.17366,14.78,18.530001
4/17/2009,21.358208,14.71,18.639999
4/20/2009,20.301201,13.73,17.68
4/21/2009,20.720654,14.15,17.959999
4/22/2009,20.603205,13.87,17.959999
4/23/2009,21.114923,14.4,18.49
4/24/2009,21.802826,14.59,18.93
4/27/2009,21.366594,14.2,18.450001
4/28/2009,21.190437,13.99,18.290001
4/29/2009,21.819605,14.6,18.809999
4/30/2009,21.559544,14.69,18.74
5/1/2009,22.322937,14.81,19.35
5/4/2009,23.472223,15.64,20.24
5/5/2009,23.195385,15.49,20.24
5/6/2009,24.134945,15.8,20.940001
5/7/2009,23.7155,15.69,20.4
5/8/2009,24.906725,16.379999,21.35
5/11/2009,24.252388,15.75,20.92
5/12/2009,24.260782,15.88,20.959999
5/13/2009,23.287661,15.08,19.82
5/14/2009,23.455446,15.3,20.32
5/15/2009,22.968884,15.01,20.01
5/18/2009,23.723892,15.65,20.889999
5/19/2009,23.992331,15.94,21.01
5/20/2009,24.395002,15.95,21.65
5/21/2009,23.707109,15.66,21.139999
5/22/2009,23.866499,15.81,21.51
5/26/2009,24.445332,16.24,22.190001
5/27/2009,24.143335,15.68,21.93
5/28/2009,25.024172,15.82,22.57
5/29/2009,25.603004,16.469999,23.1
6/1/2009,26.416733,17.16,23.5
6/2/2009,26.324451,17.450001,23.639999
6/3/2009,25.057728,16.98,22.549999
6/4/2009,25.636564,16.9,23.09
6/5/2009,25.39328,16.85,22.780001
6/8/2009,25.376505,16.610001,22.77
6/9/2009,25.611397,17.02,23.08
6/10/2009,25.636564,17.35,23.01
6/11/2009,26.257347,17.85,23.370001
6/12/2009,25.812727,17.65,23.030001
6/15/2009,24.957064,16.860001,22.120001
6/16/2009,24.453724,16.719999,21.91
6/17/2009,23.874891,16.48,21.440001
6/18/2009,23.841333,16.719999,21.469999
6/19/2009,23.690336,16.809999,21.77
6/22/2009,22.360043,16.110001,20.559999
6/23/2009,22.630148,16.030001,20.57
6/24/2009,22.883377,16.309999,21.040001
6/25/2009,23.567095,16.67,21.6
6/26/2009,24.132639,16.809999,21.58
6/29/2009,23.541771,16.969999,21.85
6/30/2009,23.389832,16.799999,21.42
7/1/2009,23.432037,16.870001,21.73
7/2/2009,22.630148,16.219999,21.26
7/6/2009,22.106815,16.120001,20.85
7/7/2009,21.600357,15.65,20.299999
7/8/2009,21.465302,15.55,19.870001
7/9/2009,21.811384,15.75,20.24
7/10/2009,21.676325,15.72,20.030001
7/13/2009,22.106815,15.85,20.530001
7/14/2009,22.511978,16.41,21.120001
7/15/2009,23.406715,17.219999,22.040001
7/16/2009,23.676823,17.35,22.23
7/17/2009,23.913174,17.280001,22.41
7/20/2009,24.461832,17.809999,22.940001
7/21/2009,24.60533,17.719999,22.84
7/22/2009,24.43651,17.690001,22.940001
7/23/2009,25.145548,18.030001,23.690001
7/24/2009,25.348125,17.98,23.82
7/27/2009,25.348125,18.219999,23.99
7/28/2009,24.892317,18.290001,23.58
7/29/2009,24.242369,18.030001,23.15
7/30/2009,24.740381,18.610001,23.76
7/31/2009,25.094904,18.93,24.200001
8/3/2009,26.048729,19.440001,24.84
8/4/2009,25.87991,19.43,24.709999
8/5/2009,25.652006,19.26,24.75
8/6/2009,25.356573,19.379999,24.17
8/7/2009,25.381893,19.469999,24.120001
8/10/2009,25.29748,19.25,23.85
8/11/2009,24.858557,19.08,23.190001
8/12/2009,25.196192,19.530001,23.52
8/13/2009,25.660448,20.120001,23.860001
8/14/2009,25.162426,19.610001,23.620001
8/17/2009,24.284575,19.120001,22.77
8/18/2009,24.655977,19.469999,23.1
8/19/2009,25.010494,19.559999,23.33
8/20/2009,25.221514,19.5,23.51
8/21/2009,26.006529,19.49,23.93
8/24/2009,26.090931,19.91,23.950001
8/25/2009,25.77018,19.93,24.07
8/26/2009,25.685766,19.74,23.92
8/27/2009,25.744862,20.16,24.190001
8/28/2009,25.846148,20.370001,24.15
8/31/2009,25.272161,20.27,23.780001
9/1/2009,24.740381,19.85,23.17
9/2/2009,24.875439,19.799999,23.190001
9/3/2009,25.204634,20.190001,23.84
9/4/2009,25.660448,20.530001,24.25
9/8/2009,26.293518,21.120001,24.620001
9/9/2009,26.259758,21.190001,24.450001
9/10/2009,26.842176,21.469999,24.799999
9/11/2009,27.146053,21.43,25.01
9/14/2009,27.289543,21.32,25.16
9/15/2009,27.770678,21.32,25.77
9/16/2009,28.42063,22.32,26.049999
9/17/2009,28.158964,22.030001,25.950001
9/18/2009,27.990147,22.049999,25.9
9/21/2009,27.711596,21.82,25.440001
9/22/2009,28.243376,22.209999,26.040001
9/23/2009,27.627182,22.17,25.700001
9/24/2009,26.98567,21.790001,24.93
9/25/2009,26.88438,22,24.68
9/28/2009,27.331749,22.360001,25.049999
9/29/2009,27.407724,22.459999,25.16
9/30/2009,27.331749,22.6,25.48
10/1/2009,26.361042,21.780001,24.42
10/2/2009,26.22599,21.440001,24.280001
10/5/2009,26.935026,21.870001,24.83
10/6/2009,27.720036,22.360001,25.360001
10/7/2009,27.914173,22.629999,25.530001
10/8/2009,28.673862,23.48,26.049999
10/9/2009,28.707624,23.370001,26.110001
10/12/2009,29.028378,23.440001,26.33
10/13/2009,29.104351,23.43,26.280001
10/14/2009,29.585491,24.15,26.799999
10/15/2009,29.965334,24.32,26.559999
10/16/2009,29.864035,24.040001,26.5
10/19/2009,30.243874,24.370001,26.790001
10/20/2009,29.897795,24.110001,26.25
10/21/2009,29.804951,24.09,26.07
10/22/2009,29.864035,24.41,26.27
10/23/2009,29.239407,24.15,25.84
10/26/2009,28.547239,23.809999,25.110001
10/27/2009,28.547239,23.52,24.709999
10/28/2009,27.424599,22.459999,23.870001
10/29/2009,28.412188,22.92,24.65
10/30/2009,27.205137,21.93,23.85
11/2/2009,27.441479,22.280001,23.950001
11/3/2009,28.015469,22.129999,24.459999
11/4/2009,28.066114,22.309999,24.639999
11/5/2009,28.505037,22.530001,24.92
11/6/2009,28.479723,22.93,24.9
11/9/2009,29.332253,23.959999,25.92
11/10/2009,29.315376,24.030001,25.9
11/11/2009,29.315376,24.129999,26.01
11/12/2009,28.640095,23.65,25.58
11/13/2009,28.87644,24.110001,25.870001
11/16/2009,29.602369,24.5,26.110001
11/17/2009,29.593927,24.129999,26.379999
11/18/2009,29.43354,24.02,26.32
11/19/2009,28.834236,23.52,25.92
11/20/2009,28.530369,23.299999,25.77
11/23/2009,28.969296,23.790001,26.25
11/24/2009,29.011501,23.41,26.02
11/25/2009,29.458858,23.99,26.48
11/27/2009,29.112791,22.82,25.690001
11/30/2009,28.707624,23.33,25.91
12/1/2009,29.222517,23.9,26.73
12/2/2009,29.230963,23.879999,26.74
12/3/2009,28.336222,23.620001,26.25
12/4/2009,28.327785,23.52,25.91
12/7/2009,28.201168,23.129999,25.98
12/8/2009,27.534327,22.67,25.4
12/9/2009,27.78756,22.809999,25.67
12/10/2009,28.133648,23.07,25.879999
12/11/2009,28.074558,22.959999,25.610001
12/14/2009,28.564127,23.17,26.01
12/15/2009,28.606333,22.83,25.889999
12/16/2009,28.918653,22.74,26.139999
12/17/2009,28.42063,22.389999,25.59
12/18/2009,28.555687,22.530001,25.700001
12/21/2009,28.884159,22.27,25.85
12/22/2009,29.053923,21.780001,25.940001
12/23/2009,29.46134,22.08,26.27
12/24/2009,29.580172,22.530001,26.379999
12/28/2009,29.597143,22.58,26.5
12/29/2009,29.418898,22.809999,26.450001
12/30/2009,29.283094,22.799999,26.190001
12/31/2009,29.12183,22.84,26.33
1/4/2010,30.089441,23.719999,26.92
1/5/2010,30.394999,23.790001,27.07
1/6/2010,30.785448,23.879999,27.280001
1/7/2010,30.624186,23.77,27.190001
1/8/2010,30.895784,24.049999,27.33
1/11/2010,30.827887,24.290001,27.25
1/12/2010,30.131889,23.49,26.77
1/13/2010,30.505346,23.85,27.040001
1/14/2010,30.437452,24.15,27.120001
1/15/2010,30.038509,23.639999,26.719999
1/19/2010,30.462906,23.99,26.75
1/20/2010,29.665056,23.280001,26.139999
1/21/2010,28.935095,22.5,25.6
1/22/2010,28.30699,22.040001,25.08
1/25/2010,28.527679,22.379999,25.15
1/26/2010,28.17967,21.98,25.07
1/27/2010,28.06933,21.879999,24.950001
1/28/2010,27.772257,21.68,24.690001
1/29/2010,27.169615,21.1,24.440001
2/1/2010,28.256063,21.610001,24.9
2/2/2010,28.536165,21.76,25.200001
2/3/2010,28.196657,21.49,25.09
2/4/2010,26.991375,20.469999,24.33
2/5/2010,27.229036,20.59,24.51
2/8/2010,26.813128,20.459999,24.25
2/9/2010,27.500643,21.059999,24.73
2/10/2010,27.356352,20.93,24.92
2/11/2010,27.975964,21.66,25.49
2/12/2010,27.942011,21.280001,25.5
2/16/2010,28.748354,22.139999,26.08
2/17/2010,28.621035,22.379999,26.110001
2/18/2010,28.935095,22.549999,26.42
2/19/2010,29.002993,22.379999,26.440001
2/22/2010,28.502214,22.68,26.280001
2/23/2010,27.90806,22.219999,25.620001
2/24/2010,28.06933,22.34,25.719999
2/25/2010,28.145727,21.82,25.83
2/26/2010,28.357922,22.139999,25.91
3/1/2010,28.722893,22.77,26.440001
3/2/2010,29.053923,22.889999,26.83
3/3/2010,29.189724,23.15,27.030001
3/4/2010,28.884159,23.02,26.950001
3/5/2010,29.529253,23.610001,27.360001
3/8/2010,29.393438,23.48,27.42
3/9/2010,29.393438,23.719999,27.360001
3/10/2010,29.537727,23.799999,27.41
3/11/2010,29.537727,23.73,27.51
3/12/2010,29.622606,23.719999,27.690001
3/15/2010,29.164267,23.469999,27.65
3/16/2010,29.665056,23.889999,28.049999
3/17/2010,29.953638,24.16,28.190001
3/18/2010,29.444357,23.98,27.92
3/19/2010,29.036947,23.75,27.73
3/22/2010,29.028467,23.91,27.67
3/23/2010,29.215197,24.25,27.92
3/24/2010,28.867188,23.76,27.469999
3/25/2010,28.340948,23.82,27.52
3/26/2010,28.3664,23.83,27.48
3/29/2010,28.986021,24.219999,27.82
3/30/2010,29.062414,24.26,27.91
3/31/2010,29.240656,24.01,27.91
4/1/2010,29.919682,24.469999,28.42
4/5/2010,30.51384,24.620001,28.629999
4/6/2010,30.496855,24.780001,28.610001
4/7/2010,30.293152,24.6,28.370001
4/8/2010,30.488371,24.59,28.459999
4/9/2010,30.726038,24.790001,28.620001
4/12/2010,30.717539,24.709999,28.57
4/13/2010,30.581749,24.66,28.48
4/14/2010,30.921251,25.120001,28.780001
4/15/2010,30.878817,25.07,28.74
4/16/2010,30.233734,24.48,28.07
4/19/2010,30.174311,24.32,28.110001
4/20/2010,30.819401,24.67,28.639999
4/21/2010,30.759979,24.549999,28.57
4/22/2010,30.870321,24.379999,28.65
4/23/2010,31.557837,24.290001,28.77
4/26/2010,31.489929,24.24,28.85
4/27/2010,30.564764,23.35,28.040001
4/28/2010,30.929741,23.75,28.110001
4/29/2010,31.107988,23.959999,28.620001
4/30/2010,30.776958,23.440001,28.23
5/3/2010,30.997641,23.73,28.459999
5/4/2010,30.174311,22.49,27.629999
5/5/2010,29.571686,22.299999,27.139999
5/6/2010,28.57011,20.809999,26.389999
5/7/2010,28.162697,20.84,26.360001
5/10/2010,29.486809,22.43,27.51
5/11/2010,29.495293,21.92,27.67
5/12/2010,29.962112,22.08,28.16
5/13/2010,29.648067,21.950001,27.860001
5/14/2010,29.113335,21.209999,27.360001
5/17/2010,28.73988,21,27.040001
5/18/2010,28.485237,20.440001,26.809999
5/19/2010,28.026894,19.73,26.49
5/20/2010,26.745228,18.469999,25.200001
5/21/2010,27.262989,19.290001,25.68
5/24/2010,26.711277,19.25,25.379999
5/25/2010,26.931957,19.1,25.43
5/26/2010,26.889521,18.940001,25.469999
5/27/2010,28.111774,20.24,26.389999
5/28/2010,27.670408,20.110001,26.17
6/1/2010,26.58396,19.48,25.860001
6/2/2010,27.831671,20.059999,26.719999
6/3/2010,27.992943,20.120001,26.67
6/4/2010,26.957426,19.08,25.700001
6/7/2010,26.719765,18.65,25.48
6/8/2010,27.195082,19.43,25.91
6/9/2010,26.965912,19.48,25.790001
6/10/2010,28.213623,20.52,26.59
6/11/2010,28.417332,20.629999,26.59
6/14/2010,28.273045,20.780001,26.66
6/15/2010,29.062414,21.23,27.379999
6/16/2010,29.070904,21.09,27.43
6/17/2010,29.062414,21.040001,27.43
6/18/2010,29.317055,21.23,27.620001
6/21/2010,29.128485,21.459999,27.51
6/22/2010,28.326469,21.059999,27.08
6/23/2010,28.207031,20.74,26.65
6/24/2010,27.584181,20.32,26.200001
6/25/2010,27.9084,20.440001,26.43
6/28/2010,27.507395,20.16,26.25
6/29/2010,26.500605,19.200001,25.030001
6/30/2010,26.312906,18.98,24.870001
7/1/2010,26.099602,18.99,24.610001
7/2/2010,26.005747,18.98,24.610001
7/6/2010,26.193455,19.280001,24.82
7/7/2010,27.131983,19.879999,25.440001
7/8/2010,27.413538,20.35,25.65
7/9/2010,27.695101,20.5,26.209999
7/12/2010,27.550056,20.360001,26.139999
7/13/2010,27.951063,20.620001,26.440001
7/14/2010,27.806019,20.73,26.309999
7/15/2010,27.797487,20.709999,26.469999
7/16/2010,26.95281,20.040001,25.68
7/19/2010,27.106386,20.1,25.58
7/20/2010,27.746302,20.790001,26.059999
7/21/2010,27.396475,20.32,25.65
7/22/2010,28.061977,20.959999,26.23
7/23/2010,28.189968,21.309999,26.389999
7/26/2010,28.437399,21.610001,26.58
7/27/2010,28.113174,21.530001,26.440001
7/28/2010,27.985186,21.379999,26.34
7/29/2010,28.019314,21.559999,26.52
7/30/2010,28.070509,21.549999,26.66
8/2/2010,28.940783,22.26,27.139999
8/3/2010,28.872519,22.02,26.99
8/4/2010,29.111416,22.25,27.23
8/5/2010,29.13702,22.08,27.09
8/6/2010,28.906654,22.07,26.879999
8/9/2010,28.99197,22.280001,26.98
8/10/2010,28.804266,21.889999,26.83
8/11/2010,27.81455,20.889999,25.9
8/12/2010,27.771887,20.84,25.799999
8/13/2010,27.618307,21,25.77
8/16/2010,27.686567,21.23,25.73
8/17/2010,28.232624,21.610001,26.459999
8/18/2010,28.1217,21.459999,26.68
8/19/2010,27.652435,21.040001,26.309999
8/20/2010,27.353817,21.1,26.09
8/23/2010,27.242899,20.9,25.940001
8/24/2010,26.765104,20.41,25.43
8/25/2010,26.773634,20.360001,25.57
8/26/2010,26.679783,20.450001,25.639999
8/27/2010,27.430611,21.17,26.32
8/30/2010,27.106386,21.02,26.209999
8/31/2010,27.046659,21.059999,26.1
9/1/2010,27.916937,22.23,26.639999
9/2/2010,28.207031,22.25,26.860001
9/3/2010,28.505644,22.42,27.23
9/7/2010,28.138767,22.219999,27.01
9/8/2010,28.309408,22.43,27.120001
9/9/2010,28.283819,22.75,27.190001
9/10/2010,28.556837,22.700001,27.24
9/13/2010,28.8384,23.23,27.610001
9/14/2010,28.829865,23.42,27.690001
9/15/2010,28.753077,23.41,27.6
9/16/2010,28.710421,23.200001,27.67
9/17/2010,28.590967,23.120001,27.540001
9/20/2010,29.000505,23.639999,27.780001
9/21/2010,28.966379,23.540001,27.709999
9/22/2010,28.846924,23.559999,27.49
9/23/2010,28.616562,23.33,27.299999
9/24/2010,29.230871,23.950001,27.799999
9/27/2010,29.102894,23.98,27.66
9/28/2010,29.392981,24.379999,27.809999
9/29/2010,29.640415,24.129999,27.889999
9/30/2010,29.640415,23.74,28.030001
10/1/2010,30.049953,23.99,28.33
10/4/2010,29.631882,23.780001,28.15
10/5/2010,30.416836,24.32,28.719999
10/6/2010,30.681326,24.530001,28.9
10/7/2010,30.382708,24.469999,28.549999
10/8/2010,30.84343,24.860001,28.91
10/11/2010,30.89463,24.73,29
10/12/2010,30.86903,24.51,29.01
10/13/2010,31.355358,24.68,29.4
10/14/2010,31.235901,24.889999,29.27
10/15/2010,31.193251,24.84,29.08
10/18/2010,31.338297,24.76,29.01
10/19/2010,30.391235,23.91,28.41
10/20/2010,30.766651,24.469999,28.809999
10/21/2010,30.587481,24.200001,28.639999
10/22/2010,30.775175,24.34,28.59
10/25/2010,30.97994,24.879999,28.879999
10/26/2010,30.997017,24.66,28.809999
10/27/2010,30.775175,24.209999,28.469999
10/28/2010,30.834888,24.459999,28.6
10/29/2010,30.971424,24.469999,28.92
11/1/2010,31.090855,24.639999,29.030001
11/2/2010,31.466278,25.18,29.219999
11/3/2010,31.466278,25.389999,29.280001
11/4/2010,32.609577,26.24,29.93
11/5/2010,32.746078,26.27,30.01
11/8/2010,33.010578,26.02,30.15
11/9/2010,32.763153,25.459999,29.85
11/10/2010,33.223877,25.57,30.059999
11/11/2010,33.522503,25.280001,29.959999
11/12/2010,32.916725,24.790001,29.389999
11/15/2010,32.711956,24.809999,29.370001
11/16/2010,31.969673,24.32,28.65
11/17/2010,32.089111,24.32,28.719999
11/18/2010,32.771683,24.82,29.24
11/19/2010,33.095898,24.620001,29.549999
11/22/2010,33.078838,24.59,29.549999
11/23/2010,32.464531,23.709999,29.049999
11/24/2010,33.019108,24.32,29.620001
11/26/2010,32.583973,23.65,29.379999
11/29/2010,32.763153,23.92,29.440001
11/30/2010,32.703419,23.52,29.33
12/1/2010,33.641956,24.17,30.040001
12/2/2010,34.239204,24.74,30.440001
12/3/2010,34.546352,25.049999,30.5
12/6/2010,34.785255,24.9,30.559999
12/7/2010,34.571945,24.940001,30.41
12/8/2010,34.239204,24.780001,30.209999
12/9/2010,34.384254,25.01,30.27
12/10/2010,34.563412,25.200001,30.5
12/13/2010,34.887642,25.5,30.65
12/14/2010,34.776707,25.620001,30.629999
12/15/2010,34.469563,25.139999,30.57
12/16/2010,34.571945,25.41,30.459999
12/17/2010,34.597549,25.290001,30.379999
12/20/2010,34.862072,25.290001,30.23
12/21/2010,35.206722,24.940001,30.219999
12/22/2010,35.318737,25.09,30.34
12/23/2010,35.396294,25.200001,30.5
12/27/2010,35.223961,25.17,30.459999
12/28/2010,35.48246,25.24,30.67
12/29/2010,35.809864,25.43,30.950001
12/30/2010,35.844326,25.42,30.93
12/31/2010,35.921886,25.440001,31
1/3/2011,36.120064,25.59,31.25
1/4/2011,35.740952,24.93,30.92
1/5/2011,35.77541,24.76,30.98
1/6/2011,35.31012,24.51,30.83
1/7/2011,35.447983,24.42,30.85
1/10/2011,35.404896,24.450001,30.73
1/11/2011,36.033894,24.41,31.18
1/12/2011,36.404415,24.709999,31.440001
1/13/2011,36.14592,24.879999,31.24
1/14/2011,36.318249,24.889999,31.32
1/18/2011,36.637047,25.1,31.49
1/19/2011,36.14592,25.08,31.129999
1/20/2011,35.809864,24.66,30.85
1/21/2011,35.827114,24.639999,30.92
1/24/2011,35.982197,25.030001,31
1/25/2011,35.749557,24.91,30.719999
1/26/2011,36.731831,25.1,31.24
1/27/2011,36.404415,25.030001,31.190001
1/28/2011,36.404415,24.57,31.01
1/31/2011,37.274677,24.870001,31.290001
2/1/2011,37.869198,25.370001,31.92
2/2/2011,37.843353,25.290001,31.969999
2/3/2011,37.989834,25.629999,32.209999
2/4/2011,37.7658,25.860001,32.209999
2/7/2011,37.91227,25.950001,32.189999
2/8/2011,37.946743,26.1,32.23
2/9/2011,37.412529,25.969999,32.009998
2/10/2011,37.688251,25.860001,32.119999
2/11/2011,37.679642,25.790001,32.220001
2/14/2011,38.463734,26.030001,32.48
2/15/2011,38.27417,25.77,32.470001
2/16/2011,38.808388,26.02,32.950001
2/17/2011,39.221985,26.309999,33.110001
2/18/2011,39.256447,26.27,33.110001
2/22/2011,38.704998,25.32,32.599998
2/23/2011,39.359848,25.42,32.650002
2/24/2011,38.756683,25.530001,32.610001
2/25/2011,39.4977,26.030001,33.18
2/28/2011,39.894058,26.110001,33.669998
3/1/2011,39.359848,25.530001,33.470001
3/2/2011,39.575253,25.84,33.630001
3/3/2011,39.980236,26.110001,33.889999
3/4/2011,39.911301,25.950001,33.98
3/7/2011,39.514942,25.540001,33.529999
3/8/2011,39.144444,25.73,33.400002
3/9/2011,38.816994,25.559999,33.220001
3/10/2011,37.412529,24.68,32.349998
3/11/2011,38.032913,24.969999,32.59
3/14/2011,38.11047,24.709999,32.450001
3/15/2011,37.817497,24,31.92
3/16/2011,37.205742,23.450001,31.629999
3/17/2011,38.317265,23.74,32.310001
3/18/2011,38.317265,24.4,32.48
3/21/2011,39.385689,24.950001,33.18
3/22/2011,39.351231,24.950001,33.150002
3/23/2011,39.514942,25.15,33.25
3/24/2011,39.592495,25.66,33.310001
3/25/2011,39.837536,25.77,33.130001
3/28/2011,39.630451,25.75,32.880001
3/29/2011,40.079132,26.16,33.07
3/30/2011,40.458782,26.540001,33.540001
3/31/2011,40.424271,26.620001,33.610001
4/1/2011,40.493301,26.93,33.93
4/4/2011,40.588207,26.9,34
4/5/2011,40.907455,26.870001,34.200001
4/6/2011,40.510559,27.299999,34.209999
4/7/2011,40.50193,27.280001,33.970001
4/8/2011,40.760792,27.559999,34.290001
4/11/2011,39.85479,27.620001,33.759998
4/12/2011,38.707211,27.09,33.119999
4/13/2011,38.741714,27.299999,33.169998
4/14/2011,38.983315,27.360001,33.189999
4/15/2011,39.233543,27.23,33.110001
4/18/2011,38.620926,26.870001,32.759998
4/19/2011,39.09549,26.91,33.110001
4/20/2011,39.863426,27.709999,33.580002
4/21/2011,40.14817,28.040001,33.84
4/25/2011,39.811649,28.07,33.619999
4/26/2011,40.01873,28.219999,33.720001
4/27/2011,40.113651,28.280001,33.73
4/28/2011,40.061878,28.35,33.709999
4/29/2011,40.665867,28.27,33.700001
5/2/2011,40.105026,27.93,33.810001
5/3/2011,39.060974,27.5,33.150002
5/4/2011,38.387966,26.82,32.759998
5/5/2011,37.473354,26.41,32.040001
5/6/2011,37.671803,26.879999,32.279999
5/9/2011,38.344814,27.190001,32.650002
5/10/2011,38.500126,27.33,32.790001
5/11/2011,37.309402,26.790001,32.139999
5/12/2011,37.240379,26.629999,32.040001
5/13/2011,36.981514,26.209999,31.77
5/16/2011,36.757175,26.200001,31.76
5/17/2011,36.774448,26.41,31.91
5/18/2011,37.464706,26.65,32.400002
5/19/2011,37.507851,26.879999,32.470001
5/20/2011,37.499226,26.620001,32.34
5/23/2011,36.877979,25.77,31.76
5/24/2011,37.421562,25.950001,32.09
5/25/2011,38.025566,25.860001,32.419998
5/26/2011,38.249893,26.299999,32.549999
5/27/2011,38.448353,26.540001,32.580002
5/31/2011,38.767597,26.719999,32.900002
6/1/2011,37.749447,26.1,31.969999
6/2/2011,37.714943,26.07,31.940001
6/3/2011,37.689045,25.889999,31.85
6/6/2011,36.8521,25.780001,31.32
6/7/2011,36.8521,25.98,31.360001
6/8/2011,36.774448,25.51,31.08
6/9/2011,37.257637,25.85,31.389999
6/10/2011,36.515583,25.33,30.84
6/13/2011,35.946106,25.4,30.709999
6/14/2011,36.714035,26.059999,31.27
6/15/2011,35.971996,25.34,30.629999
6/16/2011,35.790791,25.110001,30.299999
6/17/2011,35.730404,25.41,30.24
6/20/2011,35.739025,25.23,30.33
6/21/2011,36.627739,25.68,31.049999
6/22/2011,36.567364,25.040001,30.780001
6/23/2011,36.287888,24.9,30.43
6/24/2011,35.638947,24.639999,30
6/27/2011,35.742786,24.6,30.15
6/28/2011,36.711845,25.09,30.67
6/29/2011,37.265591,25.48,31.25
6/30/2011,37.776085,26.049999,31.67
7/1/2011,38.09621,26.24,31.9
7/5/2011,38.47694,25.809999,31.99
7/6/2011,38.4077,25.639999,31.84
7/7/2011,38.91819,26.08,32.029999
7/8/2011,38.61536,25.950001,31.940001
7/11/2011,37.67226,25.219999,31.27
7/12/2011,37.680904,24.860001,31.4
7/13/2011,38.104874,25.33,31.83
7/14/2011,37.836662,25,31.59
7/15/2011,38.848972,24.85,31.959999
7/18/2011,38.675926,24.6,31.6
7/19/2011,39.255634,25.190001,32.099998
7/20/2011,39.298897,25.48,32.240002
7/21/2011,39.869942,25.9,32.59
7/22/2011,40.112202,26.08,32.610001
7/25/2011,39.973774,25.74,32.57
7/26/2011,39.792084,25.98,32.290001
7/27/2011,38.857624,25.68,31.4
7/28/2011,38.632664,25.459999,31.360001
7/29/2011,38.191402,25.209999,30.940001
8/1/2011,38.174099,25.24,31
8/2/2011,37.222336,24.48,30.24
8/3/2011,37.101196,24.209999,30.389999
8/4/2011,34.453587,22.5,28.93
8/5/2011,34.064243,22.280001,28.43
8/8/2011,31.442583,20.49,26.879999
8/9/2011,33.147087,22.49,28.379999
8/10/2011,32.299164,21.43,27.93
8/11/2011,33.744106,22.709999,29.07
8/12/2011,33.951744,22.84,29.02
