Date,EWA,EWC
7/29/2011,25.209999,30.940001
8/1/2011,25.24,31
8/2/2011,24.48,30.24
8/3/2011,24.209999,30.389999
8/4/2011,22.5,28.93
8/5/2011,22.280001,28.43
8/8/2011,20.49,26.879999
8/9/2011,22.49,28.379999
8/10/2011,21.43,27.93
8/11/2011,22.709999,29.07
8/12/2011,22.84,29.02
8/15/2011,23.809999,29.690001
8/16/2011,23.32,29.26
8/17/2011,23.73,29.440001
8/18/2011,22.610001,28.23
8/19/2011,22.33,27.799999
8/22/2011,22.360001,27.9
8/23/2011,23.389999,28.620001
8/24/2011,23.280001,28.76
8/25/2011,22.9,28.52
8/26/2011,23.469999,28.700001
8/29/2011,24.139999,29.290001
8/30/2011,24.120001,29.549999
8/31/2011,24.34,29.889999
9/1/2011,24.09,29.85
9/2/2011,23.48,29.32
9/6/2011,22.940001,28.969999
9/7/2011,23.83,29.540001
9/8/2011,23.32,29.34
9/9/2011,22.58,28.440001
9/12/2011,22.24,27.99
9/13/2011,22.290001,28.26
9/14/2011,22.09,28.32
9/15/2011,22.48,28.889999
9/16/2011,22.66,28.68
9/19/2011,22.02,28.1
9/20/2011,21.889999,28.08
9/21/2011,21.09,27.08
9/22/2011,19.93,25.639999
9/23/2011,20.07,25.43
9/26/2011,20.6,26.030001
9/27/2011,21.24,26.52
9/28/2011,20.67,25.76
9/29/2011,20.75,25.92
9/30/2011,20.059999,25.49
10/3/2011,19.4,24.559999
10/4/2011,19.84,24.360001
10/5/2011,20.41,25.42
10/6/2011,21.299999,26.190001
10/7/2011,21.43,25.75
10/10/2011,22.42,26.780001
10/11/2011,22.370001,26.59
10/12/2011,22.77,27.200001
10/13/2011,22.85,26.83
10/14/2011,23.32,27.51
10/17/2011,22.68,26.809999
10/18/2011,23.02,27.25
10/19/2011,22.6,26.67
10/20/2011,22.540001,26.74
10/21/2011,23.02,27.23
10/24/2011,23.76,27.84
10/25/2011,23.120001,27.35
10/26/2011,23.450001,27.860001
10/27/2011,25.16,28.950001
10/28/2011,24.870001,28.99
10/31/2011,23.74,28.24
11/1/2011,22.860001,27.32
11/2/2011,23.139999,27.68
11/3/2011,23.620001,28.389999
11/4/2011,23.51,28.049999
11/7/2011,23.67,28.24
11/8/2011,23.969999,28.41
11/9/2011,22.76,27.290001
11/10/2011,23.129999,27.309999
11/11/2011,23.799999,27.879999
11/14/2011,23.24,27.58
11/15/2011,23.290001,27.42
11/16/2011,22.780001,27.280001
11/17/2011,22.299999,26.559999
11/18/2011,22.26,26.6
11/21/2011,21.57,25.99
11/22/2011,21.58,26.01
11/23/2011,20.82,25.26
11/25/2011,20.700001,24.959999
11/28/2011,21.629999,25.74
11/29/2011,21.889999,26.139999
11/30/2011,23.26,27.459999
12/1/2011,23.040001,27.4
12/2/2011,23.309999,27.190001
12/5/2011,23.690001,27.41
12/6/2011,23.4,27.42
12/7/2011,23.530001,27.58
12/8/2011,22.76,26.75
12/9/2011,23.15,27.110001
12/12/2011,22.440001,26.549999
12/13/2011,22.17,26.030001
12/14/2011,21.870001,25.43
12/15/2011,21.889999,25.440001
12/16/2011,21.889999,25.76
12/19/2011,21.360001,25.4
12/20/2011,21.459999,25.620001
12/21/2011,21.469999,25.860001
12/22/2011,21.67,26.280001
12/23/2011,21.790001,26.4
12/27/2011,21.75,26.309999
12/28/2011,21.110001,25.9
12/29/2011,21.450001,26.190001
12/30/2011,21.440001,26.6
1/3/2012,22.08,27.4
1/4/2012,22.34,27.35
1/5/2012,22.049999,27.18
1/6/2012,21.76,26.9
1/9/2012,21.83,26.98
1/10/2012,22.25,27.33
1/11/2012,22.379999,27.200001
1/12/2012,22.48,27.34
1/13/2012,22.299999,27.129999
1/17/2012,22.48,27.290001
1/18/2012,22.879999,27.629999
1/19/2012,22.84,27.790001
1/20/2012,22.940001,27.75
1/23/2012,23.02,28.24
1/24/2012,22.84,27.860001
1/25/2012,23.43,28.35
1/26/2012,23.5,28.190001
1/27/2012,23.6,28.26
1/30/2012,23.370001,28.07
1/31/2012,23.42,28.110001
2/1/2012,23.66,28.360001
2/2/2012,23.67,28.459999
2/3/2012,24.02,28.780001
2/6/2012,23.870001,28.610001
2/7/2012,23.860001,28.5
2/8/2012,23.9,28.51
2/9/2012,23.879999,28.440001
2/10/2012,23.27,28
2/13/2012,23.65,28.139999
2/14/2012,23.33,28.030001
2/15/2012,23.26,28.09
2/16/2012,23.370001,28.48
2/17/2012,23.190001,28.379999
2/21/2012,23.52,28.75
2/22/2012,23.48,28.870001
2/23/2012,23.719999,29
2/24/2012,23.76,28.9
2/27/2012,23.799999,28.85
2/28/2012,23.809999,29.1
2/29/2012,23.75,29.02
3/1/2012,23.9,29.32
3/2/2012,23.719999,29.049999
3/5/2012,23.51,28.629999
3/6/2012,22.74,27.91
3/7/2012,22.870001,27.99
3/8/2012,23.200001,28.48
3/9/2012,23.15,28.59
3/12/2012,22.959999,28.34
3/13/2012,23.450001,28.790001
3/14/2012,23.18,28.32
3/15/2012,23.48,28.530001
3/16/2012,23.620001,28.719999
3/19/2012,23.73,28.76
3/20/2012,23.219999,28.530001
3/21/2012,23.110001,28.549999
3/22/2012,22.879999,28.110001
3/23/2012,23.200001,28.370001
3/26/2012,23.559999,28.870001
3/27/2012,23.35,28.629999
3/28/2012,23.379999,28.360001
3/29/2012,23.389999,28.299999
3/30/2012,23.51,28.34
4/2/2012,23.629999,28.799999
4/3/2012,23.26,28.370001
4/4/2012,22.98,27.870001
4/5/2012,23.120001,27.709999
